big_cluster,llm_label
Middle East & North Africa,Netanyahu demands Hamas elimination and demilitarization in Gaza
Middle East & North Africa,New Costa Rican coalition mobilizing political support for Palestine
Middle East & North Africa,NewPoint innovative mortgage finance model aligning with Saudi Vision 2030
Middle East & North Africa,Press freedom deterioration and arbitrary detention in Middle East (Palestine)
Middle East & North Africa,Qatar Financial Centre outlines requirements for digital asset tokenization
Middle East & North Africa,Qatar Humanitarian Assistance to Earthquake-hit Afghanistan
Middle East & North Africa,Qatar commits $760M to rebuild Syria's energy sector
Middle East & North Africa,Qatar jails Bahá'í leader; rights groups condemn religious repression
Middle East & North Africa,Qatar stock index rises amid global oil price improvement
Middle East & North Africa,Qatar welcomes Britain's historic recognition stance on Palestine
Middle East & North Africa,Qatari emir discusses Gaza situation with Turkish foreign minister
Middle East & North Africa,Saudi Arabia weather warnings: thunderstorms and flood alerts
Middle East & North Africa,Saudi theater succeeds at Edinburgh Fringe cultural diplomacy
Middle East & North Africa,Syria and WFP/FAO agreements support drought-affected farmers
Middle East & North Africa,Trump's ambiguous messaging on Iran strikes and peace pledges
Middle East & North Africa,Trump-era push for IAEA inspections in Iran; US-Iran nuclear tensions
Middle East & North Africa,Turkey employment drive proposes Sunday market closures for family values
Middle East & North Africa,Türkiye national electric vehicle push for industrial sovereignty
Middle East & North Africa,"UAE ascends as Gulf AI leader, regional technological competition"
Middle East & North Africa,UAE founding anniversary celebrates unity and national progress
Middle East & North Africa,UAE investment advances regional digital freight and Arab integration
Middle East & North Africa,UAE technological transformation and regional balance under Sheikh Tahnoun
Middle East & North Africa,"UAE weather: rain, hail in Al Ain; improved stability"
Middle East & North Africa,US-Middle East Tensions: Trump issues ultimatum to Hamas over hostages
Middle East & North Africa,Yemen central bank enacts strict measures to stabilize exchange
Asia-Pacific,Asia corporate-restructuring market shift 2025; Japan competitiveness urgency
Asia-Pacific,"Australia grants asylum to Hong Kong activist, signaling democratic support"
Asia-Pacific,BRI in Indonesia: financial inclusion programs amid banking inequalities
Asia-Pacific,"CK Hutchison ports deal: Blackstone, Chinese bidders and geopolitical pressure"
Asia-Pacific,Chile's state-led lithium strategy and China merger scrutiny
Asia-Pacific,China manufacturing PMI resilience; high-tech manufacturing growth
Asia-Pacific,Chinese military parade signaling defense strength and nationalism
Asia-Pacific,Chinese tech ascendancy: Alibaba AI/cloud dominance
Asia-Pacific,Egyptian special zones attract Chinese investment in textile sector
Asia-Pacific,"Ex‑President Yoon detained over alleged martial law attempt, South Korea"
Asia-Pacific,Global Luxury Fashion: Givenchy 2025 Autumn Collection in Asia
Asia-Pacific,Government film censorship eroding creative freedom and democracy in India
Asia-Pacific,Guyana says sanctions on Chinese firms won't disrupt infrastructure projects
Asia-Pacific,Japan In-depth media editorial reform and innovation
Asia-Pacific,KKR takeover bid for Topcon; Japanese industrial strategy
Asia-Pacific,Kim Jong-un's strategic Beijing visit signaling alignment with China/Russia
Asia-Pacific,"Kremlin denies Putin alliance allegations involving China, North Korea"
Asia-Pacific,Michelle Kan crowned Reina China Panamá 2025 in cultural pageant
Asia-Pacific,Netflix and Bollywood spotlight South Asian entertainment evolution
Asia-Pacific,"North Korea rejects Seoul talks, heightening East Asian security tensions"
Asia-Pacific,Pakistan UN Security Council Presidency: Regional Islamic Diplomacy Leadership
Asia-Pacific,Pakistan addresses sugar crisis via Islamic economics and probe
Asia-Pacific,"Pakistan monsoon floods: heavy casualties, damage, resilience narratives"
Asia-Pacific,Pakistan promotes Islamic-oriented healthcare diplomacy and regulation
Asia-Pacific,Pakistan stock surge led by Islamic banking; market resilience
Asia-Pacific,Peruvian President Boluarte's Asia economic diplomacy amid domestic division
Asia-Pacific,"Russia–North Korea deepening strategic alliance, implications for global stability"
Asia-Pacific,SCO summit signals regional realignment; Pakistan seeks diplomatic influence
Asia-Pacific,Singapore BexBack crypto platform: regulatory concern over high‑risk trading
Asia-Pacific,"Singapore cultural policy: Chinese teachers, heritage and innovation"
Asia-Pacific,Singapore cyberattacks linked to Chinese actors threaten infrastructure
Asia-Pacific,Singapore industrial investment growth and legacy colonial capital inequality
Asia-Pacific,Singapore leading ASEAN AI workforce development and strategic vision
Asia-Pacific,Singapore public-health and law enforcement response to Kpod vaping crisis
Asia-Pacific,"Singapore tycoon fined, avoids jail — elite accountability questioned"
Asia-Pacific,"South Korea boosts foreign-exchange reserves, signaling economic resilience"
Asia-Pacific,South Korea's market resilience signals Asian economic power shift
Asia-Pacific,Starbucks China sale speculation: private equity acquisition interest
Asia-Pacific,Vietnam Economic Transformation: Emerging model of growth
Asia-Pacific,Warning about Western tech influence: Bangladesh societal and regulatory risk
Latin America,Ani in Brazil sparks Indonesian debate on technology and Sharia
Latin America,Ani's meme-coin and Brazil relocation: popular culture and markets
Latin America,"Ani, Musk's AI persona: cryptocurrency hype and Brazil relocation"
Latin America,Argentina Aviation Recovery: Aerolíneas achieves financial turnaround
Latin America,Argentina political tensions: detentions of officials over protests and vandalism
Latin America,Bahamas Tourism Expansion: Carnival unveils luxury cruise destination
Latin America,"Bolivia Bicentennial: regional solidarity, cultural celebration, anti-colonial symbolism"
Latin America,Bolivia economic crisis from extractivist model and agrarian resilience
Latin America,"Bolivia electoral crisis: Morales excluded, Arce mobilizes supporters"
Latin America,Bolivia food security crisis: price hikes and subsidy cuts
Latin America,Bolivia public health crisis exposes systemic healthcare deficiencies
Latin America,Bolivia structural violence: urgent prevention and reconciliation
Latin America,"Bolivia wildfires and environmental emergency, government firefighting response"
Latin America,Brazil Central Bank measures favor banks over savers and workers
Latin America,Brazil IOF dispute: STF vs Congress and Lula government
Latin America,Caribbean secures $69M fund to accelerate clean energy transition
Latin America,"Chile El Teniente mine: fatal accident, suspension, investigations"
Latin America,Colombia: Petro government social transformation progress and challenges
Latin America,Costa Rica–Cuba diplomatic dialogue during 26 July commemoration highlights regional tensions and democratic values
Latin America,Critique of neoliberal promises in Bolivia (Paz/Quiroga)
Latin America,Cruise Industry Innovation: Royal Caribbean launches Star of the Seas
Latin America,Cuba adopts partial dollarization amid economic crisis and blockade
Latin America,Cuban film crosses borders: Cuba–Ecuador cultural collaboration
Latin America,Cuban publisher spotlights cultural presence at Panama Book Fair
Latin America,Dominican Republic 162nd Restoration anniversary national commemoration
Latin America,Ecuador health crisis: neonatal deaths at Guayaquil public hospital
Latin America,Ecuador: Presidential clash with Constitutional Court and mass protests
Latin America,Ecuador–Colombia deportation agreement: humanitarian protocol
Latin America,General Update: ['Crisis en el Río Paraguay: Bajante histórica amenaza la ec...
Latin America,Judicial impartiality questioned in Panama asylum and institutional cases
Latin America,Madero's commercial expansion in Paraguay: development versus corporate concentration
Latin America,Milei's governance challenges and social justice tensions in Argentina
Latin America,Northern Mexico Measles Vaccination Campaign: Strengthening Border Public Health
Latin America,"Pacific tsunami alert highlights coastal vulnerability, Chile emergency response"
Latin America,Panama International Book Fair promotes independent writers and dialogue
Latin America,Panama banking sector growth strengthens financial stability
Latin America,"Panama condemns humanitarian violations, calls to end Middle East violence"
Latin America,Peru Institutional Crisis: Samegua council faces governance turmoil
Latin America,Peru congressional presidency dispute — Socialist bloc rejects slates
Latin America,Peru institutional crisis: four former presidents imprisoned
Latin America,Peru military amnesty law sparks human rights and legal crisis
Latin America,Peru prison system failures exposed by criminal leader's release
Latin America,Peru recycling crisis and push for circular economy investment
Latin America,Peru–Colombia territorial dispute over Isla Santa Rosa sovereignty
Latin America,Transparency crisis and democratic governance deterioration in Bolivia
Latin America,Venezuela Infrastructure Push: New Zulia lake terminal boosts integration
Health & Science,"Abia State governance reforms: power, health expansion, expert team"
Health & Science,Aryzta growth amid rising costs: food industry cost-pressure management
Health & Science,Austin Target shooting: gun safety and mental health crisis
Health & Science,Celebrity tech use and personal health optimization
Health & Science,Community celebrates rehabilitation and health victory at CDI Los Baures
Health & Science,Côte d'Ivoire public health alert over illegal sexual stimulants
Health & Science,Food policy and cultural preservation debate over highway gastronomy
Health & Science,Global Health Update: WHO lifts mpox emergency alert
Health & Science,Gwangju Dong-gu pursues 24/7 children's hospital to boost births
Health & Science,Health & Science Debate: Sunscreen safety under scrutiny
Health & Science,Maternal health: holistic prenatal care and pregnancy back-pain management
Health & Science,Ozzy Osbourne's death highlights health causes and care inequalities
Health & Science,Public Health Alarm: Risks of ultra-processed food consumption
Health & Science,Public health analysis of motion sickness during transportation
Health & Science,Public health research into red wine intolerance and implications
Health & Science,Research on optimal coffee consumption for heart health
Health & Science,UCR scientific innovation to enhance safety of human milk banks
Health & Science,Workplace leadership and mental health crisis; toxic management solutions
